word	specificity
furry	0.0
paced	0.0
dancer	0.0
renderer	0.0
voyage	0.0
statesmanlike	0.0
defensiveness	0.0
outpost	0.0
bandage	0.0
ferment	0.0
guileless	0.0
alumni	0.0
plating	0.0
overdraft	0.0
cornerstone	0.0
initials	0.0
plodding	0.0
mythic	0.0
sassy	0.0
screechy	0.0
stupefied	0.0
opulent	0.0
derisive	0.0
jittery	0.0
operable	0.0
spill	0.0
fervent	0.0
turd	0.0
scummy	0.0
briefs	0.0
tautness	0.0
thievery	0.0
mead	0.0
hyperbolic	0.0
objectionable	0.0
wreak	0.0
forehead	0.0
sponged	0.0
furnish	0.0
streak	0.0
slacks	0.0
brass	0.0
unpainted	0.0
behoove	0.0
reserved	0.0
conscription	0.0
shrill	0.0
ascribe	0.0
torque	0.0
disloyal	0.0
unwinnable	0.0
irrefutable	0.0
unmanned	0.0
fatal	0.0
interrogation	0.0
sandpaper	0.0
dwelled	0.0
shorthand	0.0
audit	0.0
idealistic	0.0
cedar	0.0
trolling	0.0
unscrupulous	0.0
girlfriend	0.0
patrol	0.0
skinhead	0.0
heroic	0.0
shocking	0.0
congest	0.0
burlap	0.0
cusp	0.0
memorization	0.0
worrywart	0.0
dismissal	0.0
hatchway	0.0
disciple	0.0
injunctive	0.0
paperless	0.0
bloodlust	0.0
fridge	0.0
dividend	0.0
tipping	0.0
renegotiation	0.0
fired	0.0
condense	0.0
infernal	0.0
juggler	0.0
homeostasis	0.0
basher	0.0
toe	0.0
talkative	0.0
whir	0.0
militaristic	0.0
starlet	0.0
pathfinder	0.0
glossed	0.0
reap	0.0
retreating	0.0
satirical	0.0
freethinking	0.0
fleabag	0.0
caption	0.0
consoling	0.0
parole	0.0
landmark	0.0
twine	0.0
vernacular	0.0
rung	0.0
conspiracy	0.0
fad	0.0
potentiate	0.0
immobile	0.0
dilated	0.0
unlooked	0.0
antagonist	0.0
pretax	0.0
coattail	0.0
revolting	0.0
window	0.0
acquiesce	0.0
cinnamon	0.0
incarnation	0.0
retiree	0.0
intermittent	0.0
tutor	0.0
onshore	0.0
churn	0.0
poof	0.0
luxurious	0.0
botany	0.0
roaster	0.0
cabling	0.0
bran	0.0
asylum	0.0
quiz	0.0
listlessness	0.0
tropic	0.0
sulky	0.0
analyzer	0.0
staffer	0.0
speedster	0.0
polarize	0.0
arid	0.0
piracy	0.0
impeccable	0.0
ran	0.0
dispensary	0.0
checkpoint	0.0
granola	0.0
digitization	0.0
strung	0.0
madman	0.0
ovation	0.0
tropical	0.0
obliviousness	0.0
strider	0.0
commendation	0.0
tumbling	0.0
smelly	0.0
uncooperative	0.0
icebox	0.0
gripping	0.0
squire	0.0
reigning	0.0
tweak	0.0
slithers	0.0
chemical	0.0
uplifted	0.0
congratulation	0.0
soupy	0.0
incorporated	0.0
vegetarian	0.0
confrontational	0.0
undeserving	0.0
hurled	0.0
abduction	0.0
vet	0.0
scrapheap	0.0
unfulfilled	0.0
slacken	0.0
awake	0.0
frowner	0.0
convincing	0.0
crafter	0.0
analogue	0.0
beget	0.0
swoon	0.0
prancing	0.0
squeezing	0.0
incapacitate	0.0
froze	0.0
infiltration	0.0
reiterated	0.0
moisten	0.0
sandlot	0.0
bodacious	0.0
blaming	0.0
overrate	0.0
swirl	0.0
exhalation	0.0
resolution	0.0
behaviorist	0.0
mangy	0.0
lonely	0.0
tumbled	0.0
fictional	0.0
uncompromised	0.0
dreamer	0.0
encasement	0.0
weedy	0.0
oats	0.0
mischievous	0.0
reassuring	0.0
nodding	0.0
commentator	0.0
magnetism	0.0
condemnation	0.0
snapped	0.0
astronomic	0.0
shamelessness	0.0
cot	0.0
unproductive	0.0
notified	0.0
flare	0.0
combed	0.0
lettuce	0.0
exultation	0.0
visualize	0.0
bravado	0.0
digression	0.0
dignitary	0.0
cringe	0.0
thicken	0.0
forebrain	0.0
visceral	0.0
uneducated	0.0
fatherly	0.0
drab	0.0
dashboard	0.0
pompous	0.0
woolen	0.0
sediment	0.0
tactile	0.0
listed	0.0
nonaggression	0.0
deviousness	0.0
vertex	0.0
reliant	0.0
dusk	0.0
jammer	0.0
regal	0.0
jostle	0.0
sickening	0.0
uncontrollable	0.0
intrusive	0.0
dramatize	0.0
slender	0.0
bankbook	0.0
putdown	0.0
coinage	0.0
impatient	0.0
accountable	0.0
wounding	0.0
lard	0.0
lance	0.0
forepaw	0.0
frighten	0.0
cryptograph	0.0
creeper	0.0
delusional	0.0
depressed	0.0
headquarters	0.0
hosting	0.0
seaward	0.0
guardrail	0.0
preachy	0.0
instructional	0.0
blade	0.0
sunlamp	0.0
echo	0.0
notebook	0.0
peppy	0.0
overzealousness	0.0
jet	0.0
vinegar	0.0
relaxant	0.0
postponement	0.0
seafarer	0.0
punt	0.0
washer	0.0
headliner	0.0
wound	0.0
grisly	0.0
oath	0.0
magazine	0.0
perennial	0.0
pageant	0.0
facial	0.0
cultivate	0.0
reminiscence	0.0
suite	0.0
deluge	0.0
extrovert	0.0
feeder	0.0
spade	0.0
geriatrics	0.0
settled	0.0
robbing	0.0
autonomous	0.0
lion	0.0
glitter	0.0
distasteful	0.0
misbehavior	0.0
fantastical	0.0
multiprocessing	0.0
nonattendance	0.0
belt	0.0
beltway	0.0
moneyman	0.0
unappeased	0.0
unprejudiced	0.0
lewd	0.0
devoted	0.0
rookie	0.0
overestimate	0.0
pharmacy	0.0
incorruptible	0.0
steadying	0.0
execution	0.0
silky	0.0
crushing	0.0
reparation	0.0
discordant	0.0
erosion	0.0
illustrative	0.0
imperceptible	0.0
screwy	0.0
spectacles	0.0
duster	0.0
unmade	0.0
qualified	0.0
matrimony	0.0
pant	0.0
cloakroom	0.0
glitzy	0.0
trustworthy	0.0
conciliation	0.0
technicality	0.0
musicology	0.0
yell	0.0
investigation	0.0
indebtedness	0.0
untangled	0.0
ridding	0.0
retrospective	0.0
florescence	0.0
idolize	0.0
sidecar	0.0
guinea	0.0
packable	0.0
naive	0.0
helicopter	0.0
unbecoming	0.0
grumpy	0.0
dreamland	0.0
cocked	0.0
mattress	0.0
flannels	0.0
pint	0.0
chairman	0.0
backfill	0.0
teacher	0.0
unfreezing	0.0
overeducated	0.0
splurge	0.0
brake	0.0
remodel	0.0
trombone	0.0
baffled	0.0
unrighteous	0.0
celeb	0.0
detest	0.0
brimming	0.0
portable	0.0
imploring	0.0
kickback	0.0
delectable	0.0
headwork	0.0
glitz	0.0
derriere	0.0
tallish	0.0
collate	0.0
touchstone	0.0
pitcher	0.0
airforce	0.0
rejection	0.0
traumatic	0.0
simile	0.0
exemplify	0.0
validate	0.0
allotment	0.0
unchartered	0.0
cording	0.0
rejoicing	0.0
brushed	0.0
corroboration	0.0
seashore	0.0
bred	0.0
demount	0.0
witty	0.0
repressed	0.0
devilish	0.0
dwarf	0.0
workingman	0.0
hammock	0.0
apologetic	0.0
jovial	0.0
perplex	0.0
dove	0.0
confiding	0.0
vicarious	0.0
overshoot	0.0
disobedient	0.0
lugged	0.0
fasten	0.0
unsporting	0.0
keel	0.0
acquainted	0.0
cosmology	0.0
fugitive	0.0
overpressure	0.0
boogeyman	0.0
tongs	0.0
mile	0.0
stockings	0.0
holdup	0.0
showy	0.0
counterintuitive	0.0
shouldering	0.0
omnipotent	0.0
dazzler	0.0
medic	0.0
topcoat	0.0
grader	0.0
province	0.0
briefing	0.0
hyena	0.0
suffix	0.0
creek	0.0
reviewer	0.0
upstage	0.0
loft	0.0
corny	0.0
sunbelt	0.0
repudiate	0.0
deformed	0.0
bodybuilding	0.0
leveraged	0.0
subsidy	0.0
clutch	0.0
bylaw	0.0
lavatory	0.0
speechless	0.0
wove	0.0
prodigy	0.0
reunify	0.0
civilian	0.0
deposer	0.0
horrid	0.0
onlooker	0.0
privatization	0.0
storyteller	0.0
tenant	0.0
thumb	0.0
bunk	0.0
cuff	0.0
reputable	0.0
ceremonial	0.0
mountaintop	0.0
shavings	0.0
compulsory	0.0
shrinkage	0.0
piteous	0.0
caffeine	0.0
dredge	0.0
fruitless	0.0
spillage	0.0
regalia	0.0
runaround	0.0
internalize	0.0
glamorize	0.0
converter	0.0
nudeness	0.0
reverb	0.0
supple	0.0
gentleman	0.0
radius	0.0
dishwater	0.0
authorship	0.0
raid	0.0
scavenger	0.0
puree	0.0
jamboree	0.0
hooter	0.0
reinvent	0.0
simpleminded	0.0
illicit	0.0
slate	0.0
graffiti	0.0
sandbar	0.0
brawny	0.0
animation	0.0
linger	0.0
nonresponsive	0.0
monopolize	0.0
ditzy	0.0
mildew	0.0
footman	0.0
writhe	0.0
reconsideration	0.0
indictment	0.0
warlike	0.0
softy	0.0
freshen	0.0
pawn	0.0
earthen	0.0
tirade	0.0
trembling	0.0
dysfunctional	0.0
latex	0.0
miner	0.0
evacuate	0.0
quickie	0.0
crypt	0.0
afterlife	0.0
unaccustomed	0.0
rodeo	0.0
disembodiment	0.0
enchant	0.0
outstanding	0.0
bury	0.0
shaman	0.0
sapping	0.0
designing	0.0
unworldly	0.0
tonic	0.0
billon	0.0
reengage	0.0
preposterous	0.0
momentous	0.0
compassionate	0.0
centered	0.0
pussy	0.0
unequivocal	0.0
disarmament	0.0
fidgety	0.0
thankless	0.0
surfacing	0.0
coverall	0.0
unaffordable	0.0
arrogant	0.0
vanish	0.0
lube	0.0
dollar	0.0
trousers	0.0
paycheck	0.0
fearless	0.0
wetting	0.0
parade	0.0
chancellery	0.0
ashy	0.0
tobacco	0.0
sundown	0.0
overbuilt	0.0
workmanship	0.0
nudist	0.0
disimpassioned	0.0
sociological	0.0
nasal	0.0
safari	0.0
homonym	0.0
horn	0.0
reoccurrence	0.0
winnings	0.0
unnerve	0.0
accuse	0.0
hospitable	0.0
procrastination	0.0
shorthanded	0.0
pageantry	0.0
tripe	0.0
reps	0.0
showplace	0.0
authoritarian	0.0
tiling	0.0
irresistible	0.0
inadvertent	0.0
campfire	0.0
oatmeal	0.0
translucence	0.0
scornful	0.0
crusader	0.0
wrangler	0.0
channeling	0.0
scholarship	0.0
disguising	0.0
pod	0.0
specs	0.0
mirrored	0.0
strewn	0.0
tactful	0.0
enslaver	0.0
lunch	0.0
toga	0.0
pricks	0.0
intertwine	0.0
uncharitable	0.0
corrupted	0.0
plywood	0.0
ornate	0.0
derby	0.0
behooves	0.0
unruffled	0.0
disintegrate	0.0
ankle	0.0
tailwind	0.0
pallor	0.0
knockdown	0.0
retired	0.0
reinsert	0.0
mousy	0.0
dime	0.0
exerciser	0.0
despise	0.0
sheetrock	0.0
hull	0.0
polished	0.0
embellish	0.0
filling	0.0
blameful	0.0
heartland	0.0
payable	0.0
daybreak	0.0
ex	0.0
billowy	0.0
stabilize	0.0
dusty	0.0
unlighted	0.0
counteract	0.0
restructure	0.0
cell	0.0
fleshy	0.0
hoarse	0.0
thicket	0.0
earnestness	0.0
anatomical	0.0
bunny	0.0
shadowed	0.0
zoo	0.0
coveted	0.0
bed	0.0
halfwit	0.0
cranky	0.0
elderly	0.0
allegorical	0.0
webbing	0.0
wisp	0.0
grayish	0.0
wag	0.0
scrounger	0.0
twinkles	0.0
subtraction	0.0
contemporize	0.0
daylong	0.0
optical	0.0
sidekick	0.0
licorice	0.0
verbose	0.0
stratus	0.0
narcotic	0.0
corrected	0.0
geometric	0.0
purist	0.0
elect	0.0
narrowness	0.0
retraining	0.0
foreman	0.0
discrete	0.0
racer	0.0
settler	0.0
rocketry	0.0
peculiar	0.0
riveting	0.0
airhead	0.0
drench	0.0
pig	0.0
flapper	0.0
humbug	0.0
slipstream	0.0
twister	0.0
otter	0.0
curfew	0.0
cucumber	0.0
citation	0.0
furthest	0.0
overindulgence	0.0
inflaming	0.0
griping	0.0
womanly	0.0
chimp	0.0
coiling	0.0
giddiness	0.0
publicize	0.0
fetch	0.0
moneymaker	0.0
seductiveness	0.0
squashy	0.0
attempted	0.0
surefire	0.0
antigovernment	0.0
forfeits	0.0
alfalfa	0.0
snobby	0.0
upholstery	0.0
drifter	0.0
hallway	0.0
matte	0.0
reproducible	0.0
wither	0.0
countryman	0.0
bask	0.0
biddy	0.0
reignite	0.0
unscented	0.0
minuteness	0.0
excited	0.0
overalls	0.0
drafty	0.0
elephant	0.0
lordship	0.0
flamboyant	0.0
strongman	0.0
confession	0.0
stoicism	0.0
outermost	0.0
forgot	0.0
storminess	0.0
republican	0.0
acidity	0.0
lonesomeness	0.0
framing	0.0
balcony	0.0
dynamo	0.0
outrageous	0.0
exactitude	0.0
disquieting	0.0
crutch	0.0
inauspicious	0.0
bedroom	0.0
hoax	0.0
standoffish	0.0
miscreant	0.0
lied	0.0
mountainside	0.0
skid	0.0
admired	0.0
disbelieve	0.0
blueness	0.0
misty	0.0
gaslight	0.0
consignor	0.0
mediate	0.0
lordly	0.0
embankment	0.0
curd	0.0
sketchbook	0.0
mudslide	0.0
wean	0.0
blender	0.0
fork	0.0
roguish	0.0
aching	0.0
admiring	0.0
detrimental	0.0
irritable	0.0
arching	0.0
shafted	0.0
dishonorable	0.0
scalp	0.0
exhilaration	0.0
awakening	0.0
patchwork	0.0
lowball	0.0
reassert	0.0
dopamine	0.0
rouge	0.0
dibs	0.0
cityscape	0.0
paraphrase	0.0
preview	0.0
poked	0.0
motto	0.0
disappointed	0.0
pollen	0.0
effectual	0.0
emigration	0.0
wholegrain	0.0
hyperbole	0.0
fatter	0.0
husk	0.0
overstate	0.0
undrinkable	0.0
misfire	0.0
moralize	0.0
upload	0.0
unprovoked	0.0
spotting	0.0
unmerciful	0.0
explicit	0.0
unheeded	0.0
complacent	0.0
cleric	0.0
renegotiate	0.0
soccer	0.0
adjournment	0.0
gator	0.0
pedestal	0.0
worshipper	0.0
wheelie	0.0
rinse	0.0
refill	0.0
reciprocal	0.0
toddler	0.0
storable	0.0
scoffing	0.0
undermanned	0.0
hysteric	0.0
fjord	0.0
possessive	0.0
oilman	0.0
clearer	0.0
cleaner	0.0
flowering	0.0
ripe	0.0
dipped	0.0
coaxing	0.0
shamed	0.0
caucus	0.0
conjurer	0.0
weeklong	0.0
copier	0.0
fissure	0.0
sidewalk	0.0
lenient	0.0
puny	0.0
apex	0.0
foreword	0.0
pristine	0.0
hearts	0.0
relinquishment	0.0
whippersnapper	0.0
rejoice	0.0
revisit	0.0
sighted	0.0
mother	0.0
reappraisal	0.0
binder	0.0
taxation	0.0
pickup	0.0
enforced	0.0
unilateral	0.0
outrageousness	0.0
batter	0.0
imperialism	0.0
deceitfulness	0.0
damper	0.0
wanton	0.0
spine	0.0
husbandry	0.0
swat	0.0
flatulence	0.0
revel	0.0
confirmed	0.0
prioritize	0.0
connectible	0.0
swarming	0.0
spouse	0.0
beer	0.0
meaner	0.0
barbecue	0.0
unlock	0.0
swift	0.0
auntie	0.0
restfulness	0.0
botanical	0.0
phonics	0.0
collared	0.0
undaunted	0.0
magnifier	0.0
delicacy	0.0
refurbishment	0.0
galvanize	0.0
rolled	0.0
ammunition	0.0
bugle	0.0
unenthused	0.0
counting	0.0
freebie	0.0
siren	0.0
irresponsible	0.0
painting	0.0
gaudy	0.0
paganism	0.0
implore	0.0
shin	0.0
narrator	0.0
stormy	0.0
begone	0.0
pardoning	0.0
circumstantial	0.0
anecdotal	0.0
fashioned	0.0
luscious	0.0
bus	0.0
protester	0.0
secretary	0.0
roster	0.0
minute	0.0
dualistic	0.0
comforter	0.0
undiscovered	0.0
dorky	0.0
wordplay	0.0
fender	0.0
aspiring	0.0
pillow	0.0
cuteness	0.0
malfunction	0.0
crumble	0.0
bigoted	0.0
boggle	0.0
captain	0.0
reinitiate	0.0
banger	0.0
climbing	0.0
sleight	0.0
chilliness	0.0
victimization	0.0
salvageable	0.0
examiner	0.0
potion	0.0
map	0.0
nightfall	0.0
drawers	0.0
finagle	0.0
creditable	0.0
garish	0.0
deplorable	0.0
withhold	0.0
spherical	0.0
shelf	0.0
drafting	0.0
belittle	0.0
accumulative	0.0
fistful	0.0
incongruous	0.0
filmmaker	0.0
straining	0.0
dilate	0.0
throat	0.0
sugar	0.0
signer	0.0
harebrain	0.0
nominative	0.0
acquit	0.0
cavalier	0.0
malice	0.0
tarmac	0.0
veiled	0.0
skimmed	0.0
reappraise	0.0
bidding	0.0
screened	0.0
rebirth	0.0
jeopardy	0.0
amnesia	0.0
semicircle	0.0
wrist	0.0
dustbin	0.0
gilded	0.0
quirkiness	0.0
reconfigure	0.0
gawkiness	0.0
seep	0.0
pasties	0.0
gown	0.0
tart	0.0
gunnery	0.0
offbeat	0.0
backflow	0.0
rejuvenated	0.0
fluffy	0.0
meathead	0.0
alleviate	0.0
sissy	0.0
rayon	0.0
gleaming	0.0
shred	0.0
drinker	0.0
panoramic	0.0
slaughter	0.0
intersection	0.0
prick	0.0
refractory	0.0
starlight	0.0
legroom	0.0
beggar	0.0
winded	0.0
signatory	0.0
crackle	0.0
battalion	0.0
vocational	0.0
plank	0.0
dragged	0.0
headpiece	0.0
sparring	0.0
devalue	0.0
quarreled	0.0
mortuary	0.0
disclose	0.0
uptight	0.0
sulfide	0.0
armory	0.0
unforgiving	0.0
preliminary	0.0
prejudge	0.0
magnification	0.0
baritone	0.0
unwrinkled	0.0
wrap	0.0
scabbard	0.0
gateman	0.0
dualism	0.0
amazed	0.0
cleaning	0.0
homemaker	0.0
renunciation	0.0
fascism	0.0
serving	0.0
trite	0.0
hygienic	0.0
tossing	0.0
typesetting	0.0
hinder	0.0
rippling	0.0
imperfection	0.0
tackling	0.0
certify	0.0
blower	0.0
enthralling	0.0
whine	0.0
sprinkling	0.0
tardiness	0.0
showcase	0.0
wetter	0.0
eastern	0.0
puffer	0.0
quadrant	0.0
peasant	0.0
infringement	0.0
wench	0.0
gavel	0.0
insinuating	0.0
fatality	0.0
narrower	0.0
warden	0.0
inadequacy	0.0
firing	0.0
pregnable	0.0
loafer	0.0
sieve	0.0
ellipsis	0.0
specialist	0.0
payday	0.0
selfish	0.0
trifling	0.0
ritzy	0.0
scapegoat	0.0
shingle	0.0
blight	0.0
alimony	0.0
feeble	0.0
deceitful	0.0
crossness	0.0
anticlimax	0.0
humiliating	0.0
musician	0.0
altruism	0.0
deadline	0.0
effigy	0.0
posh	0.0
galled	0.0
canal	0.0
motorcycle	0.0
anemic	0.0
psychosocial	0.0
cheater	0.0
compost	0.0
industrialist	0.0
statistical	0.0
recombine	0.0
handrail	0.0
muffle	0.0
unrelieved	0.0
undead	0.0
earpiece	0.0
persecute	0.0
rollover	0.0
characterization	0.0
unsponsored	0.0
instable	0.0
knob	0.0
trackless	0.0
palate	0.0
misguided	0.0
twat	0.0
controllable	0.0
unwired	0.0
reallocation	0.0
doze	0.0
drawer	0.0
bosom	0.0
tornado	0.0
recuperation	0.0
coaster	0.0
cussed	0.0
underwriting	0.0
appraising	0.0
roaring	0.0
warmer	0.0
diaphragm	0.0
misguide	0.0
innovator	0.0
sidebar	0.0
infirm	0.0
beguilement	0.0
nervous	0.0
condone	0.0
calves	0.0
hallmark	0.0
pajamas	0.0
intolerable	0.0
kernel	0.0
unbelievable	0.0
armada	0.0
inset	0.0
reunite	0.0
salespeople	0.0
unopposed	0.0
mime	0.0
merrymaking	0.0
sweetie	0.0
accredited	0.0
apron	0.0
uncoupled	0.0
prank	0.0
thinness	0.0
honorable	0.0
replicable	0.0
oceanic	0.0
concealed	0.0
convergent	0.0
dribble	0.0
handyman	0.0
exobiology	0.0
buck	0.0
quits	0.0
sandbank	0.0
wader	0.0
dapper	0.0
beltline	0.0
plod	0.0
grouchy	0.0
rioting	0.0
unambiguous	0.0
sleazebag	0.0
gayness	0.0
mushy	0.0
exportation	0.0
eliminator	0.0
roommate	0.0
mysticism	0.0
yearn	0.0
testiness	0.0
overplay	0.0
unassisted	0.0
canoe	0.0
pajama	0.0
dip	0.0
dictation	0.0
trustful	0.0
detainment	0.0
shutter	0.0
sexiness	0.0
decisive	0.0
confidant	0.0
villainous	0.0
unwed	0.0
eloquence	0.0
dimwittedness	0.0
kale	0.0
relativity	0.0
revolving	0.0
predisposed	0.0
beanbags	0.0
elitism	0.0
jaw	0.0
storeroom	0.0
thousandfold	0.0
recovery	0.0
stunk	0.0
adorn	0.0
droop	0.0
taskmaster	0.0
dolt	0.0
foretold	0.0
banana	0.0
sponsorship	0.0
snarl	0.0
portly	0.0
slippery	0.0
momentary	0.0
untraditional	0.0
sill	0.0
shook	0.0
coverless	0.0
trim	0.0
alarmist	0.0
unearthly	0.0
appendix	0.0
depository	0.0
repentant	0.0
subduing	0.0
faithless	0.0
unveiled	0.0
sob	0.0
itchy	0.0
whirly	0.0
unshakeable	0.0
pasta	0.0
doorway	0.0
skeleton	0.0
nationalization	0.0
magistrate	0.0
multitasking	0.0
skirmish	0.0
dawdling	0.0
annihilation	0.0
fightable	0.0
coercive	0.0
uncover	0.0
wakeup	0.0
voiceless	0.0
corrective	0.0
scanning	0.0
blind	0.0
vouch	0.0
edged	0.0
grassy	0.0
sweetening	0.0
hike	0.0
slouchy	0.0
sellout	0.0
afterglow	0.0
detachable	0.0
puss	0.0
grating	0.0
stepping	0.0
publisher	0.0
caper	0.0
reactivate	0.0
incomprehension	0.0
shorten	0.0
raving	0.0
punctuality	0.0
bumpiness	0.0
mouthy	0.0
weekly	0.0
delinquency	0.0
transnational	0.0
intercepting	0.0
multiplex	0.0
slacking	0.0
motiveless	0.0
defecation	0.0
founder	0.0
enunciate	0.0
statute	0.0
messenger	0.0
spoilsport	0.0
discoverer	0.0
smoking	0.0
jeep	0.0
windbag	0.0
crosswind	0.0
maltreat	0.0
retailer	0.0
wheeled	0.0
barstool	0.0
unrolled	0.0
uncontestable	0.0
ear	0.0
negotiation	0.0
chord	0.0
crossway	0.0
airplane	0.0
pouch	0.0
caloric	0.0
frosting	0.0
pork	0.0
domino	0.0
barbarian	0.0
thriller	0.0
hoist	0.0
received	0.0
auction	0.0
clubbing	0.0
mortification	0.0
bribery	0.0
herbalist	0.0
ravishing	0.0
declination	0.0
stinker	0.0
singing	0.0
teenage	0.0
giveaway	0.0
diatribe	0.0
mope	0.0
commutable	0.0
dimwitted	0.0
wisecrack	0.0
tenderness	0.0
sober	0.0
softening	0.0
inch	0.0
espionage	0.0
balmy	0.0
subsurface	0.0
amulet	0.0
respondent	0.0
cadence	0.0
sculptural	0.0
uncorrupted	0.0
chesty	0.0
experimenter	0.0
exploder	0.0
nonexistent	0.0
fiddling	0.0
pry	0.0
southern	0.0
barricade	0.0
bunkmate	0.0
excusable	0.0
perfectible	0.0
plunging	0.0
rocket	0.0
mumbling	0.0
rebellious	0.0
preventive	0.0
melt	0.0
refutation	0.0
enchanting	0.0
loneliness	0.0
noninfectious	0.0
padre	0.0
recklessness	-0.125
flotation	-0.125
anterior	-0.125
stifle	-0.125
affordable	-0.125
mouthed	-0.125
guru	-0.125
insightful	-0.125
palatable	-0.125
underpowered	-0.125
prehistory	-0.125
realignment	-0.125
cherish	-0.125
tot	-0.125
lameness	-0.125
frat	-0.125
slanting	-0.125
conjugate	-0.125
appeasing	-0.125
flamboyance	-0.125
lung	-0.125
refocus	-0.125
sunshine	-0.125
unfasten	-0.125
appointee	-0.125
deter	-0.125
untended	-0.125
dangle	-0.125
forthrightness	-0.125
broker	-0.125
slurry	-0.125
hypocrisy	-0.125
musty	-0.125
fearfulness	-0.125
soothing	-0.125
marshland	-0.125
estrangement	-0.125
flunk	-0.125
cheering	-0.125
extravagant	-0.125
ornament	-0.125
whirlwind	-0.125
scowl	-0.125
pour	-0.125
tomfoolery	-0.125
resounding	-0.125
moneymaking	-0.125
bench	-0.125
jerk	-0.125
proportioned	-0.125
facilitator	-0.125
intolerance	-0.125
fodder	-0.125
jacket	-0.125
validation	-0.125
legalization	-0.125
uncomprehending	-0.125
director	-0.125
bloody	-0.125
faultless	-0.125
discriminator	-0.125
deputy	-0.125
elastic	-0.125
dreadful	-0.125
amber	-0.125
dam	-0.125
solvency	-0.125
nervy	-0.125
rant	-0.125
greenback	-0.125
aficionado	-0.125
fluctuant	-0.125
discreditable	-0.125
crook	-0.125
incomprehensible	-0.125
seasoned	-0.125
unconquered	-0.125
coveting	-0.125
wreckage	-0.125
hoofed	-0.125
rewrite	-0.125
treble	-0.125
fever	-0.125
gullible	-0.125
veneer	-0.125
column	-0.125
shutting	-0.125
shoptalk	-0.125
flavorless	-0.125
chastity	-0.125
impede	-0.125
endearment	-0.125
heartening	-0.125
grind	-0.125
grocer	-0.125
synthesizer	-0.125
scales	-0.125
fornication	-0.125
disagree	-0.125
cheapish	-0.125
cyclic	-0.125
individualism	-0.125
humiliation	-0.125
prudence	-0.125
scab	-0.125
unrewarding	-0.125
unrighteousness	-0.125
harvest	-0.125
palm	-0.125
jumper	-0.125
pronounce	-0.125
affluence	-0.125
brat	-0.125
bolt	-0.125
belligerence	-0.125
guarantee	-0.125
nondisclosure	-0.125
topside	-0.125
truce	-0.125
cultivator	-0.125
unhooked	-0.125
jaded	-0.125
breakthrough	-0.125
nausea	-0.125
quad	-0.125
boyfriend	-0.125
erosive	-0.125
target	-0.125
rider	-0.125
alert	-0.125
sailed	-0.125
headline	-0.125
wore	-0.125
youngster	-0.125
crank	-0.125
phonetics	-0.125
genitals	-0.125
provoker	-0.125
soap	-0.125
girlie	-0.125
grievous	-0.125
signature	-0.125
abductor	-0.125
soundings	-0.125
absent	-0.125
festive	-0.125
forevermore	-0.125
guzzler	-0.125
staunch	-0.125
bounciness	-0.125
hidden	-0.125
amiable	-0.125
grubbiness	-0.125
fraught	-0.125
speeding	-0.125
unmanageable	-0.125
overstimulation	-0.125
evenhanded	-0.125
pledge	-0.125
remount	-0.125
actualization	-0.125
pizzazz	-0.125
scandal	-0.125
permutation	-0.125
maiden	-0.125
penance	-0.125
healthful	-0.125
memorize	-0.125
sensuality	-0.125
exponential	-0.125
seclude	-0.125
rowdy	-0.125
deceiver	-0.125
crusty	-0.125
unbarred	-0.125
conceded	-0.125
assuring	-0.125
realism	-0.125
outpouring	-0.125
dividers	-0.125
glassy	-0.125
spotted	-0.125
twin	-0.125
unoriginality	-0.125
sorority	-0.125
proficient	-0.125
fatso	-0.125
sticky	-0.125
reminisce	-0.125
grubby	-0.125
meddle	-0.125
extinct	-0.125
drawn	-0.125
snub	-0.125
checked	-0.125
enlarged	-0.125
gluttony	-0.125
recur	-0.125
stairs	-0.125
adopter	-0.125
marketer	-0.125
praise	-0.125
middlebrow	-0.125
tactical	-0.125
soulful	-0.125
thwart	-0.125
claimer	-0.125
singularity	-0.125
specter	-0.125
kaput	-0.125
statistic	-0.125
bleach	-0.125
unsealed	-0.125
backwardness	-0.125
embarrass	-0.125
scratches	-0.125
reheat	-0.125
dropping	-0.125
spur	-0.125
roomful	-0.125
paternal	-0.125
colorable	-0.125
grueling	-0.125
pictogram	-0.125
thickener	-0.125
cereals	-0.125
lark	-0.125
beloved	-0.125
stepper	-0.125
viewership	-0.125
stronghold	-0.125
fleeced	-0.125
suiting	-0.125
sexy	-0.125
entrenched	-0.125
barren	-0.125
formulation	-0.125
godsend	-0.125
drown	-0.125
prophesy	-0.125
unconquerable	-0.125
fanciful	-0.125
draught	-0.125
punitive	-0.125
dreary	-0.125
toughen	-0.125
candy	-0.125
supplemental	-0.125
sponging	-0.125
thumbed	-0.125
reversed	-0.125
pragmatism	-0.125
babe	-0.125
myth	-0.125
uncompleted	-0.125
miracle	-0.125
recalcitrance	-0.125
tavern	-0.125
purer	-0.125
insecure	-0.125
flocking	-0.125
unmanly	-0.125
discernible	-0.125
supernormal	-0.125
fascinate	-0.125
congratulate	-0.125
sanctity	-0.125
roof	-0.125
imperial	-0.125
unapproachable	-0.125
quail	-0.125
reconvene	-0.125
atrophy	-0.125
hooligan	-0.125
unprotected	-0.125
loophole	-0.125
slave	-0.125
articulate	-0.125
centerpiece	-0.125
bewildering	-0.125
jokey	-0.125
decompressing	-0.125
