pos	item_1	item_2	item_3	item_4	best	worst	explanation	model
Verb	forged	mow	laden	underpaid	mow	laden	1 , 2	gpt-4
Verb	debug	chickenfeed	overact	dilute	overact	debug	2 , 0	gpt-4
Verb	peeled	annotate	assessed	clasping	peeled	assessed	0 , 2	gpt-4
Verb	inflaming	pictured	trample	extend	trample	extend	2 , 3	gpt-4
Verb	upset	commence	underselling	offload	underselling	upset	2 , 0	gpt-4
Verb	forbidden	pry	pronounce	push	pry	forbidden	1 , 0	gpt-4
Verb	intrigued	whittling	tantalize	wring	whittling	intrigued	1 , 0	gpt-4
Verb	butchering	scald	attached	looking	scald	attached	1 , 2	gpt-4
Verb	romancing	meant	busied	spurred	romancing	meant	0 , 1	gpt-4
Verb	validate	overmatch	exasperate	stoop	overmatch	validate	1 , 0	gpt-4
Verb	examining	reassess	narcissist	wheelbase	wheelbase	examining	3 , 0	gpt-4
Verb	earmuff	blowing	peeling	rewash	earmuff	blowing	0 , 1	gpt-4
Verb	earthed	potting	swept	lacing	potting	swept	1 , 2	gpt-4
Verb	plead	batting	slacken	misunderstood	batting	plead	1 , 0	gpt-4
Verb	discriminate	forego	delete	impoverish	delete	discriminate	2 , 0	gpt-4
Verb	chapping	trod	arisen	hijack	hijack	arisen	3 , 2	gpt-4
Verb	wrecking	starring	bleaching	invert	bleaching	invert	2 , 3	gpt-4
Verb	cracked	distinguish	buttered	swish	buttered	distinguish	2 , 1	gpt-4
Verb	blanketed	reappraise	scrounging	legalize	blanketed	scrounging	0 , 2	gpt-4
Verb	idolize	treating	lowering	axed	axed	treating	3 , 1	gpt-4
Verb	needs	dismiss	chug	condemned	chug	needs	2 , 0	gpt-4
Verb	piercing	grafted	trendsetting	sparking	piercing	trendsetting	0 , 2	gpt-4
Verb	complicate	allude	diversify	jesting	jesting	complicate	3 , 0	gpt-4
Verb	declined	teaming	rediscover	prejudge	rediscover	teaming	2 , 1	gpt-4
Verb	shagged	rearrange	designate	corrode	corrode	designate	3 , 2	gpt-4
Verb	mooning	become	fondle	pounce	fondle	become	2 , 1	gpt-4
Verb	exaggerating	perjure	bewilder	gotten	perjure	gotten	1 , 3	gpt-4
Verb	relieved	redden	reassured	speaking	redden	speaking	1 , 3	gpt-4
Verb	wrung	unflagging	enlisted	tickling	tickling	unflagging	3 , 1	gpt-4
Verb	absinthe	hired	cuddle	agreeing	absinthe	hired	0 , 1	gpt-4
Verb	traverse	clawed	skirted	waft	skirted	traverse	2 , 0	gpt-4
Verb	yanking	steelmaking	unclasp	trolling	steelmaking	yanking	1 , 0	gpt-4
Verb	failing	sift	enrich	incarnate	incarnate	failing	3 , 0	gpt-4
Verb	casting	bossing	glazing	muster	glazing	muster	2 , 3	gpt-4
Verb	rushed	merge	redecorate	infuriate	redecorate	merge	2 , 1	gpt-4
Verb	salivate	uncoil	dumping	plunder	uncoil	dumping	1 , 2	gpt-4
Verb	oversleep	dip	envelop	blotched	blotched	envelop	3 , 2	gpt-4
Verb	drying	recollect	meet	profiting	recollect	meet	1 , 2	gpt-4
Verb	thatching	insert	piped	cling	thatching	insert	0 , 1	gpt-4
Verb	wreathed	unlatch	bloodied	numbing	unlatch	wreathed	1 , 0	gpt-4
Verb	decided	jotting	grind	recognize	jotting	decided	1 , 0	gpt-4
Verb	buy	skimmed	diffuse	mirrored	skimmed	diffuse	1 , 2	gpt-4
Verb	disbeliever	chanting	pimping	praising	pimping	disbeliever	2 , 0	gpt-4
Verb	exposed	procrastinate	attest	resign	procrastinate	exposed	1 , 0	gpt-4
Verb	bribe	prompt	thwarting	backed	thwarting	prompt	2 , 1	gpt-4
Verb	unbalance	shuck	extroverted	overcook	shuck	unbalance	1 , 0	gpt-4
Verb	lodging	muscled	sowing	loathe	sowing	lodging	2 , 0	gpt-4
Verb	crank	stewed	outgrowing	thatch	stewed	crank	1 , 0	gpt-4
Verb	softhearted	banging	ribbing	gauging	ribbing	softhearted	2 , 0	gpt-4
Verb	disillusioned	divulge	diverting	adjourn	disillusioned	diverting	0 , 2	gpt-4
Verb	click	depict	perturb	precipitate	precipitate	click	3 , 0	gpt-4
Verb	overexerted	unfurl	chipping	clearing	chipping	overexerted	2 , 0	gpt-4
Verb	express	shrinking	rotated	shucking	shucking	express	3 , 0	gpt-4
Verb	defeat	destabilize	abound	suggesting	destabilize	abound	1 , 2	gpt-4
Verb	operating	encapsulate	burst	offset	encapsulate	operating	1 , 0	gpt-4
Verb	repeated	coining	smell	overachieve	coining	repeated	1 , 0	gpt-4
Verb	loosing	barreled	twiddle	nauseate	twiddle	loosing	2 , 0	gpt-4
Verb	twitter	thumbed	bop	soliciting	twitter	soliciting	0 , 3	gpt-4
Verb	emboss	surging	scolding	ensure	emboss	ensure	0 , 3	gpt-4
Verb	fretting	dares	specify	articulated	articulated	dares	3 , 1	gpt-4
Verb	chime	disfigure	overreaching	undo	disfigure	overreaching	1 , 2	gpt-4
Verb	zigzagged	shutterbug	fading	starve	shutterbug	zigzagged	1 , 0	gpt-4
Verb	wept	couched	spaceport	giving	spaceport	giving	2 , 3	gpt-4
Verb	lumping	roam	cease	nuzzle	nuzzle	lumping	3 , 0	gpt-4
Verb	doted	overcharge	seducing	priced	overcharge	doted	1 , 0	gpt-4
Verb	adhere	commiserate	shadowboxing	whittle	shadowboxing	adhere	2 , 0	gpt-4
Verb	overdress	describe	neigh	upload	neigh	describe	2 , 1	gpt-4
Verb	framed	remarry	whipped	wading	remarry	framed	1 , 0	gpt-4
Verb	hesitating	untie	extenuating	beaming	untie	hesitating	1 , 0	gpt-4
Verb	collected	triplex	pierced	crying	triplex	collected	1 , 0	gpt-4
Verb	fixate	squelch	refute	throb	squelch	fixate	1 , 0	gpt-4
Verb	teach	refurnish	lick	extract	refurnish	teach	1 , 0	gpt-4
Verb	foretell	hacking	opposed	hasten	hacking	foretell	1 , 0	gpt-4
Verb	tipped	jot	guess	saturate	saturate	guess	3 , 2	gpt-4
Verb	gaining	rationalize	trot	buckled	trot	gaining	2 , 0	gpt-4
Verb	finagle	polarize	lean	pitching	pitching	lean	3 , 2	gpt-4
Verb	cased	banding	correlate	said	banding	correlate	1 , 2	gpt-4
Verb	premeditate	billed	elevating	unveil	premeditate	elevating	0 , 2	gpt-4
Verb	scrutinize	crisscross	conduct	turning	scrutinize	conduct	0 , 2	gpt-4
Verb	erode	participate	lurk	wriggle	lurk	participate	2 , 1	gpt-4
Verb	spread	prepay	recall	overwrought	overwrought	spread	3 , 0	gpt-4
Verb	dowse	dub	breeched	straggle	breeched	dub	2 , 1	gpt-4
Verb	clinking	revamp	isolated	peel	clinking	revamp	0 , 1	gpt-4
Verb	quickstep	fingerprinting	crochet	gouge	fingerprinting	quickstep	1 , 0	gpt-4
Verb	skinning	pitted	reeled	spoof	pitted	spoof	1 , 3	gpt-4
Verb	reverberate	helping	overwhelmed	shivering	shivering	helping	3 , 1	gpt-4
Verb	exert	cater	cram	muffle	muffle	exert	3 , 0	gpt-4
Verb	mince	percolate	dial	deescalate	percolate	mince	1 , 0	gpt-4
Verb	striking	unclip	unlace	resonate	unlace	striking	2 , 0	gpt-4
Verb	transcribe	implode	sever	blaming	implode	transcribe	1 , 0	gpt-4
Verb	grovel	overhung	overrunning	storming	overhung	grovel	1 , 0	gpt-4
Verb	wearying	escort	precede	reshoot	reshoot	precede	3 , 2	gpt-4
Verb	tying	knuckled	slapping	eating	knuckled	tying	1 , 0	gpt-4
Verb	smelt	keel	muttering	dealt	muttering	smelt	2 , 0	gpt-4
Verb	discard	abandon	visit	unmask	unmask	visit	3 , 2	gpt-4
Verb	reanimate	reconnect	accommodating	harmonize	reanimate	accommodating	0 , 2	gpt-4
Verb	watch	spiriting	resuscitate	guarantee	resuscitate	spiriting	2 , 1	gpt-4
Verb	semisweet	hurling	surfacing	fade	semisweet	fade	0 , 3	gpt-4
Verb	studied	weaken	wasted	confine	confine	studied	3 , 0	gpt-4
Verb	built	caught	logging	confound	logging	built	2 , 0	gpt-4
Verb	deploy	offended	misdiagnose	repaint	misdiagnose	deploy	2 , 0	gpt-4
Verb	behave	jogging	brace	yearning	jogging	behave	1 , 0	gpt-4
Verb	blossomed	tucking	knead	obsess	obsess	blossomed	3 , 0	gpt-4
Verb	belong	nix	deactivate	overqualified	deactivate	belong	2 , 0	gpt-4
Verb	defraud	grinning	repudiate	reminisce	grinning	repudiate	1 , 2	gpt-4
Verb	rot	knitted	churn	reflecting	knitted	rot	1 , 0	gpt-4
Verb	overthrow	punish	deaden	split	deaden	overthrow	2 , 0	gpt-4
Verb	unquote	flatworm	speculate	weep	flatworm	speculate	1 , 2	gpt-4
Verb	trapping	homemaking	utilize	spoiling	trapping	utilize	0 , 2	gpt-4
Verb	jabbing	detonate	flying	purify	detonate	flying	1 , 2	gpt-4
Verb	bestowing	fused	gestate	messing	gestate	bestowing	2 , 0	gpt-4
Verb	pointed	grading	suspected	tanked	pointed	grading	0 , 1	gpt-4
Verb	met	enrolled	acclimate	compartmentalize	compartmentalize	met	3 , 0	gpt-4
Verb	haggle	undergoing	uncheck	unfold	uncheck	undergoing	2 , 1	gpt-4
Verb	sharpen	apprehend	infringe	lie	infringe	apprehend	2 , 1	gpt-4
Verb	eulogize	faced	overshadowing	pack	eulogize	pack	0 , 3	gpt-4
Verb	saving	straddle	stamping	bring	straddle	saving	1 , 0	gpt-4
Verb	heed	browsing	reseed	moneymaking	reseed	heed	2 , 0	gpt-4
Verb	driving	sneezing	knowhow	barkeep	sneezing	knowhow	1 , 2	gpt-4
Verb	mouthing	decrypt	sate	persevering	decrypt	mouthing	1 , 0	gpt-4
Verb	transect	fallen	scuffed	forsaken	scuffed	transect	2 , 0	gpt-4
Verb	miniaturize	urinate	recapitalize	slash	recapitalize	slash	2 , 3	gpt-4
Verb	submerged	weighing	pasted	woodcraft	woodcraft	weighing	3 , 1	gpt-4
Verb	possessed	revealing	vaporize	drawl	vaporize	possessed	2 , 0	gpt-4
Verb	offer	gamble	estrange	reconciling	estrange	offer	2 , 0	gpt-4
Verb	obtrude	ingrain	centralize	misguide	centralize	obtrude	2 , 0	gpt-4
Verb	explaining	tripping	inspired	compel	tripping	inspired	1 , 2	gpt-4
Verb	spit	curdle	appease	swiveled	curdle	appease	1 , 2	gpt-4
Verb	redistribute	folded	retelling	postdate	postdate	redistribute	3 , 0	gpt-4
Verb	gummed	matted	rocking	overlying	gummed	rocking	0 , 2	gpt-4
Verb	unwind	absolve	revered	decode	absolve	unwind	1 , 0	gpt-4
Verb	confuse	underlining	trembling	trust	underlining	confuse	1 , 0	gpt-4
Verb	carouse	seek	regroup	hushing	hushing	seek	3 , 1	gpt-4
Verb	quits	choke	harass	vanquish	choke	quits	1 , 0	gpt-4
Verb	plop	extort	legitimize	tinted	extort	plop	1 , 0	gpt-4
Verb	valued	resolve	buzzing	organized	buzzing	valued	2 , 0	gpt-4
Verb	bodysurf	remove	flavoring	enable	flavoring	remove	2 , 1	gpt-4
Verb	nicking	peaking	duplicate	stealing	nicking	stealing	0 , 3	gpt-4
Verb	yap	hyperventilate	unsealing	quivered	hyperventilate	yap	1 , 0	gpt-4
Verb	fell	dissolve	smite	twinkling	twinkling	fell	3 , 0	gpt-4
Verb	sequestered	signify	spreading	affix	sequestered	spreading	0 , 2	gpt-4
Verb	prying	primp	outlast	deceive	primp	prying	1 , 0	gpt-4
Verb	persecute	yapped	reduced	opinioned	yapped	persecute	1 , 0	gpt-4
Verb	sounding	rewind	thinking	brightening	rewind	thinking	1 , 2	gpt-4
Verb	pintsize	lived	been	converting	pintsize	been	0 , 2	gpt-4
Verb	interact	feared	uncorked	interlock	uncorked	interact	2 , 0	gpt-4
Verb	encourage	hugging	trimming	coiling	coiling	encourage	3 , 0	gpt-4
Verb	find	flourishing	leaning	marrying	marrying	find	3 , 0	gpt-4
Verb	ruin	anesthetize	waver	worked	anesthetize	worked	1 , 3	gpt-4
Verb	dragging	cleave	overwhelm	seared	seared	overwhelm	3 , 2	gpt-4
Verb	outsell	wrote	discontinue	cook	discontinue	outsell	2 , 0	gpt-4
Verb	erupt	tackling	recap	come	tackling	come	1 , 3	gpt-4
Verb	unload	feigning	were	freshen	feigning	were	1 , 2	gpt-4
Verb	humming	await	lunged	disprove	lunged	await	2 , 1	gpt-4
Verb	reseal	beg	behoove	confirm	behoove	beg	2 , 1	gpt-4
Verb	hidden	tabled	edging	reinvent	edging	hidden	2 , 0	gpt-4
Verb	afford	flossing	sanitize	supersize	flossing	afford	1 , 0	gpt-4
Verb	lacerate	slugged	prioritize	pinching	prioritize	slugged	2 , 1	gpt-4
Verb	imitate	waking	recalibrate	hallucinate	recalibrate	imitate	2 , 0	gpt-4
Verb	elevate	vertices	cringing	snaps	cringing	elevate	2 , 0	gpt-4
Verb	horrify	deferred	inform	sympathize	horrify	inform	0 , 2	gpt-4
Verb	exfoliate	falsify	wrangle	safflower	safflower	wrangle	3 , 2	gpt-4
Verb	precipitated	retell	imagine	slugging	slugging	imagine	3 , 2	gpt-4
Verb	suspended	prewashed	overlaid	digging	prewashed	suspended	1 , 0	gpt-4
Verb	headed	naming	consummate	vomiting	consummate	headed	2 , 0	gpt-4
Verb	cosign	enmesh	shrivel	excepting	shrivel	cosign	2 , 0	gpt-4
Verb	scorch	scoured	sublease	switching	sublease	scorch	2 , 0	gpt-4
Verb	revive	haul	recapture	refurbish	recapture	haul	2 , 1	gpt-4
Verb	proportioned	extinguish	forming	pricked	pricked	forming	3 , 2	gpt-4
Verb	overlook	frothing	sunburned	cleaning	frothing	overlook	1 , 0	gpt-4
Verb	satisfy	categorize	branching	pocketed	pocketed	satisfy	3 , 0	gpt-4
Verb	strewn	reformat	obstruct	subvert	reformat	strewn	1 , 0	gpt-4
Verb	summarize	compromise	revisit	weaved	weaved	summarize	3 , 0	gpt-4
Verb	tinker	works	dogged	deflect	tinker	works	0 , 1	gpt-4
Verb	damned	shirtsleeve	sag	breasted	shirtsleeve	damned	1 , 0	gpt-4
Verb	nipping	sought	blurred	worship	nipping	worship	0 , 3	gpt-4
Verb	let	distort	pacify	mortifying	mortifying	let	3 , 0	gpt-4
Verb	disguising	shackling	awoke	infect	shackling	awoke	1 , 2	gpt-4
Verb	limping	demoralize	replant	leveling	demoralize	limping	1 , 0	gpt-4
Verb	scurry	combined	infest	achiever	infest	combined	2 , 1	gpt-4
Verb	substituted	subsidize	regret	continued	subsidize	continued	1 , 3	gpt-4
Verb	learning	sold	navigate	halfcocked	halfcocked	learning	3 , 0	gpt-4
Verb	stubbed	embitter	sniveling	sue	sniveling	embitter	2 , 1	gpt-4
Verb	multitasking	bumping	straighten	retracted	bumping	multitasking	1 , 0	gpt-4
Verb	beached	mapmaking	clouding	deplete	mapmaking	clouding	1 , 2	gpt-4
Verb	digitalize	curl	deprived	talk	curl	talk	1 , 3	gpt-4
Verb	linked	bask	surmise	focus	surmise	linked	2 , 0	gpt-4
Verb	deafen	pondering	forebear	incorporated	incorporated	forebear	3 , 2	gpt-4
Verb	proceeding	screenwriting	truehearted	hangup	screenwriting	proceeding	1 , 0	gpt-4
Verb	counting	corking	pried	whizzing	corking	counting	1 , 0	gpt-4
Verb	emote	spew	kill	sighted	spew	emote	1 , 0	gpt-4
Verb	spend	wipe	drilling	increasing	drilling	spend	2 , 0	gpt-4
Verb	nominated	torn	blanketing	shrouded	blanketing	nominated	2 , 0	gpt-4
Verb	wish	recreate	informed	plagiarize	plagiarize	wish	3 , 0	gpt-4
Verb	scrub	raking	fled	kept	raking	scrub	1 , 0	gpt-4
Verb	spearheaded	gush	approaching	entrancing	spearheaded	approaching	0 , 2	gpt-4
Verb	overreact	articulate	endure	garbling	garbling	endure	3 , 2	gpt-4
Verb	simpleminded	rehydrate	dallying	reignite	rehydrate	simpleminded	1 , 0	gpt-4
Verb	mashing	retransmit	must	stripping	retransmit	must	1 , 2	gpt-4
Verb	instructed	getting	broke	dissect	dissect	getting	3 , 1	gpt-4
Verb	expanded	ordain	preclude	mixed	ordain	expanded	1 , 0	gpt-4
Verb	want	yearn	multilevel	declaim	yearn	want	1 , 0	gpt-4
Verb	unseal	resulting	disillusion	quit	disillusion	resulting	2 , 1	gpt-4
Verb	thrash	intersperse	encrust	imply	encrust	thrash	2 , 0	gpt-4
Verb	suffer	overdubbed	repair	felt	overdubbed	suffer	1 , 0	gpt-4
Verb	seeing	expanding	living	sketching	sketching	living	3 , 2	gpt-4
Verb	butting	repent	sliding	consuming	repent	consuming	1 , 3	gpt-4
Verb	spar	bagged	reappear	soothe	reappear	spar	2 , 0	gpt-4
Verb	ascend	feel	add	attend	attend	feel	3 , 1	gpt-4
Verb	accomplished	crackbrained	weighting	procreate	crackbrained	accomplished	1 , 0	gpt-4
Verb	arming	repopulate	renovate	conjugate	repopulate	arming	1 , 0	gpt-4
Verb	squaring	flanking	counteracting	innovate	squaring	innovate	0 , 3	gpt-4
Verb	atomize	blown	wonder	crooning	atomize	wonder	0 , 2	gpt-4
Verb	pronounced	mistreat	contradict	could	mistreat	could	1 , 3	gpt-4
Verb	announce	splice	slaving	tamperproof	tamperproof	announce	3 , 0	gpt-4
Verb	notify	depreciate	fuck	insured	depreciate	notify	1 , 0	gpt-4
Verb	blubbering	licking	tuck	infected	infected	tuck	3 , 2	gpt-4
Verb	wetting	notice	intruding	banish	intruding	notice	2 , 1	gpt-4
Verb	rewrite	horsing	deprive	build	horsing	rewrite	1 , 0	gpt-4
Verb	supersede	dominated	scratch	insure	scratch	supersede	2 , 0	gpt-4
Verb	remind	quench	brush	praise	quench	remind	1 , 0	gpt-4
Verb	disconnected	indexed	overheat	floss	overheat	disconnected	2 , 0	gpt-4
Verb	slithering	sanction	intercepting	lop	slithering	sanction	0 , 1	gpt-4
Verb	moisturize	descend	swoop	patterning	swoop	patterning	2 , 3	gpt-4
Verb	presuming	steer	tailoring	locked	tailoring	presuming	2 , 0	gpt-4
Verb	botch	adore	cite	reflect	cite	reflect	2 , 3	gpt-4
Verb	scold	overestimate	blotting	praying	blotting	scold	2 , 0	gpt-4
Verb	alarmed	consign	die	drop	consign	die	1 , 2	gpt-4
Verb	overstress	converted	plastering	encrypt	plastering	converted	2 , 1	gpt-4
Verb	crave	hovering	configure	proofreading	proofreading	crave	3 , 0	gpt-4
Verb	cauterize	bother	giggling	sponged	cauterize	bother	0 , 1	gpt-4
Verb	marry	automate	mingle	admired	automate	mingle	1 , 2	gpt-4
Verb	pleasuring	plod	maim	consulting	maim	pleasuring	2 , 0	gpt-4
Verb	mutate	dispose	inhabited	beguile	beguile	inhabited	3 , 2	gpt-4
Verb	penciled	sparred	priming	funneled	sparred	funneled	1 , 3	gpt-4
Verb	thrown	driven	ranked	beating	beating	thrown	3 , 0	gpt-4
Verb	bustle	telling	thinning	demonstrate	thinning	bustle	2 , 0	gpt-4
Verb	sprout	affected	oversimplify	embroider	embroider	affected	3 , 1	gpt-4
Verb	liquefy	twinkle	smitten	communicate	smitten	communicate	2 , 3	gpt-4
Verb	afflict	sunk	minding	landed	minding	afflict	2 , 0	gpt-4
Verb	rewrap	moralize	halve	tapping	moralize	rewrap	1 , 0	gpt-4
Verb	federalize	unionize	unrolled	embody	unionize	embody	1 , 3	gpt-4
Verb	keeled	hunchbacked	trim	despise	hunchbacked	despise	1 , 3	gpt-4
Verb	accumulate	immunize	disarmed	dispense	immunize	accumulate	1 , 0	gpt-4
Verb	dispersed	voicing	unsaddle	spiraled	unsaddle	dispersed	2 , 0	gpt-4
Verb	stammering	outrun	does	unseat	stammering	does	0 , 2	gpt-4
Verb	sung	shrank	dancing	unbound	shrank	dancing	1 , 2	gpt-4
Verb	unstrung	scrubbed	diversified	pampers	scrubbed	diversified	1 , 2	gpt-4
Verb	romping	transmit	overplay	stab	stab	transmit	3 , 1	gpt-4
Verb	starting	transform	mothered	traversing	mothered	starting	2 , 0	gpt-4
Verb	spruce	appeasing	dotting	exclaim	dotting	exclaim	2 , 3	gpt-4
Verb	faded	intercept	glimmering	leaping	glimmering	leaping	2 , 3	gpt-4
Verb	agreed	firebomb	epitomize	intervene	firebomb	agreed	1 , 0	gpt-4
Verb	amaze	detach	underachiever	wallow	underachiever	amaze	2 , 0	gpt-4
Verb	waddling	dwelled	scarred	join	waddling	join	0 , 3	gpt-4
Verb	knit	poked	castrate	spicing	castrate	poked	2 , 1	gpt-4
Verb	shall	footnoted	spouting	enamored	footnoted	shall	1 , 0	gpt-4
Verb	provoking	remade	grooving	degrading	grooving	provoking	2 , 0	gpt-4
Verb	gone	befitting	bloating	shown	bloating	gone	2 , 0	gpt-4
Verb	obey	handcuff	pegged	swung	handcuff	obey	1 , 0	gpt-4
Verb	cajoling	excrete	sucking	stalked	stalked	cajoling	3 , 0	gpt-4
Verb	plunging	copulate	snap	fitted	copulate	plunging	1 , 0	gpt-4
Verb	warn	crucified	hopped	potentiate	crucified	warn	1 , 0	gpt-4
Verb	secrete	predict	set	fired	fired	set	3 , 2	gpt-4
Verb	tranquilized	juggle	proclaim	blundering	tranquilized	blundering	0 , 3	gpt-4
Verb	allocate	wreak	behold	staffed	wreak	allocate	1 , 0	gpt-4
Verb	equip	govern	sloped	spare	sloped	equip	2 , 0	gpt-4
Verb	beholding	unmasked	slap	foaming	slap	beholding	2 , 0	gpt-4
Verb	ruffle	persisting	qualified	labored	ruffle	persisting	0 , 1	gpt-4
Verb	howl	outsource	dicing	overeat	dicing	howl	2 , 0	gpt-4
Verb	hop	tear	lettered	sidestroke	sidestroke	lettered	3 , 2	gpt-4
Verb	reintroduce	multistage	caress	minimize	caress	reintroduce	2 , 0	gpt-4
Verb	angers	screeching	domesticate	triumphing	screeching	angers	1 , 0	gpt-4
Verb	steal	cheer	sit	drank	drank	sit	3 , 2	gpt-4
Verb	pour	feathering	boned	overfeed	feathering	pour	1 , 0	gpt-4
Verb	incarcerate	evildoing	disassociate	solicited	incarcerate	evildoing	0 , 1	gpt-4
Verb	spearhead	erase	hydrate	unveiling	spearhead	hydrate	0 , 2	gpt-4
Verb	perishing	devise	refracting	bred	refracting	devise	2 , 1	gpt-4
Verb	inquire	disconcerted	pulverize	originate	pulverize	inquire	2 , 0	gpt-4
Verb	wintering	fascinate	eaten	scorched	wintering	eaten	0 , 2	gpt-4
Verb	scour	robbing	fluttering	bronzing	fluttering	scour	2 , 0	gpt-4
Verb	affronted	overindulge	teleport	routing	teleport	routing	2 , 3	gpt-4
Verb	congratulate	gratified	blushing	combust	blushing	congratulate	2 , 0	gpt-4
Verb	breathe	spat	zip	tangling	spat	breathe	1 , 0	gpt-4
Verb	transferred	coddle	mending	confiscate	coddle	transferred	1 , 0	gpt-4
Verb	occupy	entice	shaped	spoiled	spoiled	shaped	3 , 2	gpt-4
Verb	suing	deform	led	oblige	suing	oblige	0 , 3	gpt-4
Verb	swipe	timed	finish	enjoy	swipe	timed	0 , 1	gpt-4
Verb	intersect	iterate	blazing	quarreling	quarreling	intersect	3 , 0	gpt-4
Verb	ticked	boast	scouring	flamed	scouring	boast	2 , 1	gpt-4
Verb	rework	subdividing	reinvestigate	forging	subdividing	rework	1 , 0	gpt-4
Verb	spied	tame	constricted	triggered	constricted	tame	2 , 1	gpt-4
Verb	hark	liking	handcraft	purring	handcraft	liking	2 , 1	gpt-4
Verb	drenching	fiddling	scanning	admire	drenching	admire	0 , 3	gpt-4
Verb	proceed	reinvigorate	wedged	seizing	wedged	proceed	2 , 0	gpt-4
Verb	circumcise	setting	molest	forbear	circumcise	setting	0 , 1	gpt-4
Verb	fawning	sputter	singing	do	sputter	do	1 , 3	gpt-4
Verb	starched	rebut	recast	ticking	starched	ticking	0 , 3	gpt-4
Verb	drawn	centering	dimmed	worsen	centering	drawn	1 , 0	gpt-4
Verb	ritualize	thought	clad	trusting	ritualize	thought	0 , 1	gpt-4
Verb	slid	flowing	wobble	disorganized	slid	disorganized	0 , 3	gpt-4
Verb	coming	defile	dictate	went	defile	coming	1 , 0	gpt-4
Verb	weigh	understood	calculate	panting	panting	weigh	3 , 0	gpt-4
Verb	refit	bushwhacking	grouped	soaking	bushwhacking	grouped	1 , 2	gpt-4
Verb	whip	mused	sweeping	overstay	overstay	sweeping	3 , 2	gpt-4
Verb	dare	lengthen	baptize	sledding	baptize	dare	2 , 0	gpt-4
Verb	making	congregate	lit	sweating	congregate	making	1 , 0	gpt-4
Verb	wilt	escalate	modernize	defamed	wilt	escalate	0 , 1	gpt-4
Verb	returned	prevail	prosper	bust	returned	prevail	0 , 1	gpt-4
Verb	spurn	impregnate	fetch	exhume	impregnate	fetch	1 , 2	gpt-4
Verb	convey	whimpering	clerking	unfolded	clerking	convey	2 , 0	gpt-4
Verb	sound	shouting	backslide	dealing	shouting	sound	1 , 0	gpt-4
Verb	magnetize	kneed	hissing	outflank	hissing	magnetize	2 , 0	gpt-4
Verb	disrupt	toughen	antiquing	depopulate	antiquing	disrupt	2 , 0	gpt-4
Verb	disclose	tried	composed	means	composed	means	2 , 3	gpt-4
Verb	titillating	strike	ripen	wince	ripen	strike	2 , 1	gpt-4
Verb	alienate	overuse	outweigh	piloting	piloting	alienate	3 , 0	gpt-4
Verb	steamroll	scribbled	celebrated	emulate	scribbled	emulate	1 , 3	gpt-4
Verb	taxing	donated	lightening	bleeding	donated	taxing	1 , 0	gpt-4
Verb	frisking	mock	comb	reinstitute	comb	mock	2 , 1	gpt-4
Verb	boiled	left	hibernate	blighted	hibernate	left	2 , 1	gpt-4
Verb	crotchet	blandish	fasting	tread	crotchet	tread	0 , 3	gpt-4
Verb	unchain	believing	skating	quieting	skating	believing	2 , 1	gpt-4
Verb	condescend	unleashed	mauling	proven	mauling	condescend	2 , 0	gpt-4
Verb	earn	coupled	swing	sentimentalize	sentimentalize	earn	3 , 0	gpt-4
Verb	browse	gleaning	produced	equivocate	gleaning	produced	1 , 2	gpt-4
Verb	lessen	necked	refuse	cloaked	necked	refuse	1 , 2	gpt-4
Verb	kicking	cultivated	curled	supporting	cultivated	supporting	1 , 3	gpt-4
Verb	reseat	plummeted	undertake	forgetting	plummeted	undertake	1 , 2	gpt-4
Verb	disguised	slipped	endorse	fanning	fanning	disguised	3 , 0	gpt-4
Verb	correspond	howling	willed	recruiting	howling	correspond	1 , 0	gpt-4
Verb	terrified	cannibalize	ignore	suspend	cannibalize	ignore	1 , 2	gpt-4
Verb	knocking	swore	rewound	cobbling	rewound	knocking	2 , 0	gpt-4
Verb	illustrate	slit	spotted	dipping	slit	spotted	1 , 2	gpt-4
Verb	convert	disengaged	overtax	circumcised	circumcised	convert	3 , 0	gpt-4
Verb	skydive	heaving	fumigate	hurt	fumigate	hurt	2 , 3	gpt-4
Verb	stolen	plugging	demystify	transcending	plugging	stolen	1 , 0	gpt-4
Verb	tiptoe	endorsed	vote	fancied	tiptoe	vote	0 , 2	gpt-4
Verb	submerge	stutter	coping	disbelieve	stutter	coping	1 , 2	gpt-4
Verb	twiddling	enunciate	backing	perfecting	twiddling	backing	0 , 2	gpt-4
Verb	earmark	folding	slicing	distill	earmark	folding	0 , 1	gpt-4
Verb	bleed	reassuring	invest	darken	bleed	invest	0 , 2	gpt-4
Verb	circumscribed	figure	tenderhearted	accommodate	tenderhearted	accommodate	2 , 3	gpt-4
Verb	raising	sparing	ruptured	pester	ruptured	raising	2 , 0	gpt-4
Verb	forsake	becomes	blocked	booked	blocked	becomes	2 , 1	gpt-4
Verb	isolating	railroading	reacquire	scorned	railroading	isolating	1 , 0	gpt-4
Verb	smarting	condemn	disagreed	pinned	smarting	condemn	0 , 1	gpt-4
Verb	reformed	oxygenate	gain	revel	oxygenate	gain	1 , 2	gpt-4
Verb	manage	reexamine	differ	zing	reexamine	differ	1 , 2	gpt-4
Verb	protecting	tranquilize	soften	overpopulate	overpopulate	protecting	3 , 0	gpt-4
